fragrance_id,name,brand,top_notes,middle_notes,base_notes,main_accords,gender,concentration,rating_value,rating_count,longevity,sillage,year,category,source,embedding_text
418,Acqua di Neroli,Ermenegildo Zegna,"Calabrian bergamot, Freesia, Italian petitgrain, Leaves, Lemon","Watermelon, Cypress, Lavender, Neroli, Rosemary, Violet leaf","Algae, Cypriol, Musk, Sandalwood, Tree moss","Fresh, Spicy, Citrus, Synthetic, Fruity",,,7.1,10.0,,,2018.0,,parfumo,"Calabrian bergamot, Freesia, Italian petitgrain, Leaves, Lemon | Watermelon, Cypress, Lavender, Neroli, Rosemary, Violet leaf | Algae, Cypriol, Musk, Sandalwood, Tree moss | Accords: Fresh, Spicy, Citrus, Synthetic, Fruity"
419,Acqua di Orta,Aimée de Mars,"Blackcurrant, Freesia, Rose, Decomposing Leaf","Patchouli, Sandalwood, Vanilla","Powdery notes, White musk",,,,,,,,,,parfumo,"Blackcurrant, Freesia, Rose, Decomposing Leaf | Patchouli, Sandalwood, Vanilla | Powdery notes, White musk"
420,Acqua di Parisis Milano for Men,Reyane Tradition,"Apple, Bergamot, Pineapple","Jasmine, Sage","Amber, Blond woods, Musk",,,,,,,,,,parfumo,"Apple, Bergamot, Pineapple | Jasmine, Sage | Amber, Blond woods, Musk"
421,Acqua di Parisis Porto Cervo pour Homme,Reyane Tradition,"Bergamot, Citrus notes, Orange, Peppermint, Rosemary","Galbanum, Geranium, Sage, Sandalwood","Moss, Musk",,,,,,,,,,parfumo,"Bergamot, Citrus notes, Orange, Peppermint, Rosemary | Galbanum, Geranium, Sage, Sandalwood | Moss, Musk"
422,Acqua di Parisis Porto Cervo,Reyane Tradition,"Lemon, Mandarin orange","Orange blossom, Rose, Tonka bean","Patchouli, Sandalwood, White musk",,,,,,,,,,parfumo,"Lemon, Mandarin orange | Orange blossom, Rose, Tonka bean | Patchouli, Sandalwood, White musk"
423,Acqua di Parisis Porto Cesario pour Homme,Reyane Tradition,"Bergamot, Eucalyptus, Lemon, Mandarin orange","Elemi resin, Geranium, Lavender, Peppermint","Cedarwood, Leather, Moss, Patchouli",,,,,,,,,,parfumo,"Bergamot, Eucalyptus, Lemon, Mandarin orange | Elemi resin, Geranium, Lavender, Peppermint | Cedarwood, Leather, Moss, Patchouli"
424,Acqua di Parisis Porto Fino,Reyane Tradition,"Blackcurrant, Pear, Raspberry","Osmanthus, Iris","Amber, Patchouli, Vanilla, White musk",,,,,,,,,,parfumo,"Blackcurrant, Pear, Raspberry | Osmanthus, Iris | Amber, Patchouli, Vanilla, White musk"
425,Acqua Di Parma Ambra EDP,Acqua Di Parma,"Orange, Bergamot, Petitgrain","Cedar, Cypriol Oil, Rose, Patchouli","Amber, Sandalwood, Musk, Vanilla, Labdanum",,Unisex,Eau de Parfum,none,none,,,2019,Woody,rawanalqarni,"Orange, Bergamot, Petitgrain | Cedar, Cypriol Oil, Rose, Patchouli | Amber, Sandalwood, Musk, Vanilla, Labdanum | Unisex | Eau de Parfum"
426,Acqua Di Parma Bergamotto di Calabria La Spugnatura EDP,Acqua Di Parma,Bergamot,"Fresh Musk, Rose Absolute","Suede, sandalwood, agarwood, styrax",,Unisex,Eau de Parfum,none,none,,,2021,Citrus,rawanalqarni,"Bergamot | Fresh Musk, Rose Absolute | Suede, sandalwood, agarwood, styrax | Unisex | Eau de Parfum"
427,Acqua Di Parma Blu Mediterraneo Chinotto Di Liguria Set (EDT 75 ml + Body Lotion 50 ml + Shower Gel 40 ml),Acqua Di Parma,"Chinotto, Mandarin","Lotus, Mimosa, Violet Leaves, Jasmine","Cedarwood, Musk",,Unisex,Unknown,none,none,,,2019,Oriental,rawanalqarni,"Chinotto, Mandarin | Lotus, Mimosa, Violet Leaves, Jasmine | Cedarwood, Musk | Unisex | Unknown"
428,Acqua Di Parma Blu Mediterraneo Chinotto Di Liguria,Acqua Di Parma,"Chinotto, Mandarin",Shaving Soap,,,Unisex,Eau de Toilette,none,none,,,2018,Aromatic,rawanalqarni,"Chinotto, Mandarin | Shaving Soap | Unisex | Eau de Toilette"
429,Acqua Di Parma Camelia EDP,Acqua Di Parma,"Bergamot, Yellow Tangerine, Pink Pepper, Cardamom","Camellia, Jasmine Sambac, Clary Sage","Musk, Benzoin",,Unisex,Eau de Parfum,none,none,,,2019,Citrus,rawanalqarni,"Bergamot, Yellow Tangerine, Pink Pepper, Cardamom | Camellia, Jasmine Sambac, Clary Sage | Musk, Benzoin | Unisex | Eau de Parfum"
430,Acqua Di Parma Colonia Ambra,Acqua Di Parma,Orange and Bergamot,"Cedarwood, Rose and Patchouli","Amber, Vanilla and Sandalwood",,Men,Eau de Cologne,none,none,,,2015,Woody Oriental,rawanalqarni,"Orange and Bergamot | Cedarwood, Rose and Patchouli | Amber, Vanilla and Sandalwood | Men | Eau de Cologne"
431,Acqua Di Parma Colonia Ebano,Acqua Di Parma,Petit Grain and Bergamot,Ebony and Elemi Oil,Vetiver and Patchouli,,Men,Eau de Cologne,none,none,,,2017,Woody,rawanalqarni,Petit Grain and Bergamot | Ebony and Elemi Oil | Vetiver and Patchouli | Men | Eau de Cologne
432,Acqua Di Parma Colonia Futura EDC,Acqua Di Parma,"Lemon, Bergamot, Grapefruit, Pink Pepper","Clary sage, Lavender",Vetiver,,Unisex,Eau de Cologne,none,none,,,2020,Citrus,rawanalqarni,"Lemon, Bergamot, Grapefruit, Pink Pepper | Clary sage, Lavender | Vetiver | Unisex | Eau de Cologne"
433,Acqua Di Parma Colonia Intensa,Acqua Di Parma,"Cardamom, Calabrian Bergamot, Sicilian Lemon, Ginger","Turkish Rose, Somalian Opoponax, Agarwood (Oud)","Amber,Tonka Bean,Labdanum""",,Men,Eau de Cologne,none,none,,,2019,Citrus,rawanalqarni,"Cardamom, Calabrian Bergamot, Sicilian Lemon, Ginger | Turkish Rose, Somalian Opoponax, Agarwood (Oud) | Amber,Tonka Bean,Labdanum"" | Men | Eau de Cologne"
434,Acqua Di Parma Colonia Mirra,Acqua Di Parma,"Lemon, Tangerine and Petit Grain","Orange Blossom, Nutmeg, Myrrh Oil",Patchouli and Myrrh Resin,,Men,Eau de Cologne,none,none,,,2018,Aromatic,rawanalqarni,"Lemon, Tangerine and Petit Grain | Orange Blossom, Nutmeg, Myrrh Oil | Patchouli and Myrrh Resin | Men | Eau de Cologne"
435,Acqua Di Parma Colonia Pura Coffret Set (EDC 100 ml + Shower Gel 75 ml + Deodorant Spray 50 ml),Acqua Di Parma,"Bergamot, Orange","Lavender, Bulgarian Rose, Verbana, Rosemary","Osmanthus, Patchouli",,Unisex,Eau de Cologne,none,none,,,2017,Citrus,rawanalqarni,"Bergamot, Orange | Lavender, Bulgarian Rose, Verbana, Rosemary | Osmanthus, Patchouli | Unisex | Eau de Cologne"
436,Acqua Di Parma Father's Day Coffret Set (EDC 100 ml + Shower Gel 75 ml),Acqua Di Parma,"Lemon, Sweet Orange, Bergamot","Peony, Pink Pepper, Ambrette",Musk,,Men,Eau de Cologne,none,none,,,2021,Woody,rawanalqarni,"Lemon, Sweet Orange, Bergamot | Peony, Pink Pepper, Ambrette | Musk | Men | Eau de Cologne"
437,Acqua Di Parma Father's Day Coffret Set (EDC 100 ml + Shower Gel 75 ml),Eau de Cologne,"Lemon, Sweet Orange, Bergamot","Lavender, Bulgarian Rose, Verbana, Rosemary","Vetiver, Sandalwood, Patchouli",,Acqua Di Parma,,none,none,,,2021,Woody,rawanalqarni,"Lemon, Sweet Orange, Bergamot | Lavender, Bulgarian Rose, Verbana, Rosemary | Vetiver, Sandalwood, Patchouli | Acqua Di Parma"
438,Acqua Di Parma Leather EDP,Acqua Di Parma,"Raspberry, Orange, Lemon","Rose, Honey Blossom, Bittle Orange, Red Thyme","Leather, Guaiac wood, Cedarwood",,Unisex,Eau de Parfum,none,none,,,2019,Woody,rawanalqarni,"Raspberry, Orange, Lemon | Rose, Honey Blossom, Bittle Orange, Red Thyme | Leather, Guaiac wood, Cedarwood | Unisex | Eau de Parfum"
439,Acqua Di Parma Magnolia Nobile Set (EDP 100 ml + Body Cream 75 G + Shower Gel 75 ml),Acqua Di Parma,Unknown,"Rosemary, Geranium, Jasmine, Cardamom","Sandalwood, Musk, Licorice",,Women,Eau de Parfum,none,none,,,2019,Citrus,rawanalqarni,"Unknown | Rosemary, Geranium, Jasmine, Cardamom | Sandalwood, Musk, Licorice | Women | Eau de Parfum"
440,Acqua Di Parma Osmanthus EDP,Acqua Di Parma,"Green Tangerine, Neroli","Peony, Pink Pepper, Ambrette","Osmanthus, Patchouli",,Unisex,Eau de Parfum,none,none,,,2019,Floral,rawanalqarni,"Green Tangerine, Neroli | Peony, Pink Pepper, Ambrette | Osmanthus, Patchouli | Unisex | Eau de Parfum"
441,Acqua Di Parma Oud EDP,Acqua Di Parma,"Orange, Bergamot","Cardamom, Cedarwood, Geranium","White Amber, Suede, White Rose",,Unisex,Eau de Parfum,none,none,,,2019,Oud,rawanalqarni,"Orange, Bergamot | Cardamom, Cedarwood, Geranium | White Amber, Suede, White Rose | Unisex | Eau de Parfum"
442,Acqua Di Parma Oud Special Edition,Acqua Di Parma,orange and calabrian bergamot,"Vverbena, thyme","Musk, Amber, Vanilla",,Unisex,Eau de Cologne,none,none,,,2019,Woody Oriental,rawanalqarni,"orange and calabrian bergamot | Vverbena, thyme | Musk, Amber, Vanilla | Unisex | Eau de Cologne"
443,Acqua Di Parma Quercia EDP,Acqua Di Parma,"Lemon, Pink Pepper, Bitter Orange, Bergamot","Cardamom, Cedarwood, Geranium","Tonka, Oakmoss, Patchouli",,Unisex,Eau de Parfum,none,none,,,2019,Woody,rawanalqarni,"Lemon, Pink Pepper, Bitter Orange, Bergamot | Cardamom, Cedarwood, Geranium | Tonka, Oakmoss, Patchouli | Unisex | Eau de Parfum"
444,Acqua Di Parma Sakura EDP,Acqua Di Parma,"Yellow Mandarin, Bergamot, Pink Pepper","Cherry Blossom, Jasmine Sambac",Musk,,Unisex,Eau de Parfum,none,none,,,2019,Floral,rawanalqarni,"Yellow Mandarin, Bergamot, Pink Pepper | Cherry Blossom, Jasmine Sambac | Musk | Unisex | Eau de Parfum"
445,Acqua Di Parma Sandalo EDP,Acqua Di Parma,"Orange, Bergamot, Lemon, Bitter Orange","Lavender, Cardamom","Sandalwood, Tonka Bean.Amber",,Unisex,Eau de Parfum,none,none,,,2019,Woody,rawanalqarni,"Orange, Bergamot, Lemon, Bitter Orange | Lavender, Cardamom | Sandalwood, Tonka Bean.Amber | Unisex | Eau de Parfum"
446,Acqua Di Parma Signature Lilly Of The Vally EDP,Acqua Di Parma,"Bergamot, Grapefruit, Black currant","Lily of the valley, Jasmine, Mongolia","Musk, Cedar",,Unisex,Eau de Parfum,none,none,,,,Floral Oriental,rawanalqarni,"Bergamot, Grapefruit, Black currant | Lily of the valley, Jasmine, Mongolia | Musk, Cedar | Unisex | Eau de Parfum"
447,Acqua Di Parma Signature Oud & Spice EDP,Acqua Di Parma,"Bergamot, Rose, Raspberry","Pink pepper, Cinnamon, Cloves","Labdanum, Patchouli, Agarwood",,Men,Eau de Parfum,none,none,,,2021,Oriental,rawanalqarni,"Bergamot, Rose, Raspberry | Pink pepper, Cinnamon, Cloves | Labdanum, Patchouli, Agarwood | Men | Eau de Parfum"
448,Acqua Di Parma Signature Oud Premium Set (EDP 100 ml + Shower Gel 200 ml),Acqua Di Parma,"Bergamot, Orange","Clary sage, Lavender","Musk, Benzoin",,Men,Eau de Parfum,none,none,,,2018,Woody,rawanalqarni,"Bergamot, Orange | Clary sage, Lavender | Musk, Benzoin | Men | Eau de Parfum"
449,Acqua Di Parma Vaniglia EDP,Acqua Di Parma,"Heliotrope, Bergamot, Orange Blossom, Mandarin","Vanilla, Jasmine Sambac","Cedarwood, Musk",,Unisex,Eau de Parfum,none,none,,,2019,Oriental,rawanalqarni,"Heliotrope, Bergamot, Orange Blossom, Mandarin | Vanilla, Jasmine Sambac | Cedarwood, Musk | Unisex | Eau de Parfum"
450,Acqua Di Parma Yuzu EDP,Acqua Di Parma,"Yuzu, Bergamot, Pepper","Lotus, Mimosa, Violet Leaves, Jasmine","Sandalwood, Musk, Licorice",,Unisex,Eau de Parfum,none,none,,,2019,Citrus,rawanalqarni,"Yuzu, Bergamot, Pepper | Lotus, Mimosa, Violet Leaves, Jasmine | Sandalwood, Musk, Licorice | Unisex | Eau de Parfum"
451,Acqua Di Pino Cologne,Pino Silvestre,"Bergamot, Lemon, Orange, Rosemary","Clary sage, Ginger, Green notes","Cedarwood, Musk","Citrus, Green, Fresh, Spicy, Fougère",,,7.8,9.0,,,2020.0,,parfumo,"Bergamot, Lemon, Orange, Rosemary | Clary sage, Ginger, Green notes | Cedarwood, Musk | Accords: Citrus, Green, Fresh, Spicy, Fougère"
452,Acqua Di Pino Fougère,Pino Silvestre,"Aquatic notes, Italian lemon, Orange, Pink pepper, Siberian fir needle","Apple, Clary sage, Geranium, Provençal lavender, Violet leaf","Amber, Cedarwood, Musk, Patchouli, Vetiver","Green, Fougère, Fresh, Citrus, Woody",,,7.5,9.0,,,2020.0,,parfumo,"Aquatic notes, Italian lemon, Orange, Pink pepper, Siberian fir needle | Apple, Clary sage, Geranium, Provençal lavender, Violet leaf | Amber, Cedarwood, Musk, Patchouli, Vetiver | Accords: Green, Fougère, Fresh, Citrus, Woody"
453,Acqua di Sale,Zuma,"Marine notes, Salty notes","Eucalyptus, Thyme, Aniseed, Juniper, Nutmeg","Sandalwood, Cedarwood, Benzoin","Fresh, Woody, Aquatic, Synthetic, Green",,,6.1,10.0,,,,,parfumo,"Marine notes, Salty notes | Eucalyptus, Thyme, Aniseed, Juniper, Nutmeg | Sandalwood, Cedarwood, Benzoin | Accords: Fresh, Woody, Aquatic, Synthetic, Green"
454,Acqua di Sardegna Man Acqua di Sardegna 2006 Eau de Toilette,Acqua di Sardegna,"Paraguayan petigrain, Italian lemon","Paraguayan petigrain, Italian lemon, Italian mandarin orange, White pepper","Peppermint, Ginger, Haitian vetiver, Dankness","Fresh, Citrus, Spicy, Green, Woody",,Eau de Toilette,7.7,13.0,,,2006.0,,parfumo,"Paraguayan petigrain, Italian lemon | Paraguayan petigrain, Italian lemon, Italian mandarin orange, White pepper | Peppermint, Ginger, Haitian vetiver, Dankness | Accords: Fresh, Citrus, Spicy, Green, Woody | Eau de Toilette"
455,Acqua di Sardegna Man Acqua di Sardegna Eau de Parfum,Acqua di Sardegna,"Apricot, Fruity notes, Leathery notes, Raspberry, Putridity","Cotton candy, Lily of the valley","Frankincense, Leather, Musk, Patchouli","Gourmand, Sweet, Spicy, Oriental, Leathery",,Eau de Parfum,8.7,3.0,,,,,parfumo,"Apricot, Fruity notes, Leathery notes, Raspberry, Putridity | Cotton candy, Lily of the valley | Frankincense, Leather, Musk, Patchouli | Accords: Gourmand, Sweet, Spicy, Oriental, Leathery | Eau de Parfum"
456,Acqua Di Sardegna Sandalia Othoca,Acqua Di Sardegna,Bergamot,"Marjoram, Juniper, Lavender, Costus","Patchouli, Vetiver, Amber, Cedarwood",,Unisex,Eau de Parfum,none,none,,,2017,Aromatic,rawanalqarni,"Bergamot | Marjoram, Juniper, Lavender, Costus | Patchouli, Vetiver, Amber, Cedarwood | Unisex | Eau de Parfum"
457,Acqua di Selva Victor 1949 After Shave Lotion,Victor,"Lemon, Bergamot, Rosemary, Basil, Lavender","Pine, Thyme, Clary sage, Carnation, Geranium","Cedarwood, Moss, Vetiver, Musk, Tonka bean",,,After Shave Lotion,,,,,1949.0,,parfumo,"Lemon, Bergamot, Rosemary, Basil, Lavender | Pine, Thyme, Clary sage, Carnation, Geranium | Cedarwood, Moss, Vetiver, Musk, Tonka bean | After Shave Lotion"
458,Acqua di Selva Victor 1949 Eau de Cologne,Victor,"Lemon, Bergamot, Rosemary, Basil, Lavender","Pine, Thyme, Clary sage, Carnation, Geranium","Cedarwood, Moss, Vetiver, Musk, Tonka bean","Green, Fresh, Spicy, Woody, Citrus",,Eau de Cologne,7.5,89.0,,,1949.0,,parfumo,"Lemon, Bergamot, Rosemary, Basil, Lavender | Pine, Thyme, Clary sage, Carnation, Geranium | Cedarwood, Moss, Vetiver, Musk, Tonka bean | Accords: Green, Fresh, Spicy, Woody, Citrus | Eau de Cologne"
459,Acqua di Sicilia,Santa Maria Novella,"Sicilian lemon, Calabrian bergamot, Neroli","Petitgrain, Rosemary",Sumatra benzoin,"Citrus, Fresh, Green, Spicy, Fruity",,,7.9,65.0,,,,,parfumo + rdemarqui,"Sicilian lemon, Calabrian bergamot, Neroli | Petitgrain, Rosemary | Sumatra benzoin | Accords: Citrus, Fresh, Green, Spicy, Fruity"
460,Acqua di Sicilia,Zuma,"Calone, Basil, Bergamot, Citron","Eucalyptus, Honeysuckle, Rose, Sage, Carnation","Cedarwood, Musk, Sandalwood, Vanilla","Aquatic, Fresh, Green, Synthetic, Spicy",,,5.6,5.0,,,,,parfumo,"Calone, Basil, Bergamot, Citron | Eucalyptus, Honeysuckle, Rose, Sage, Carnation | Cedarwood, Musk, Sandalwood, Vanilla | Accords: Aquatic, Fresh, Green, Synthetic, Spicy"
461,Acqua di Talco & Panna,Mine Perfume Lab,"Orange blossom, Green notes, Pink pepper, Finglebop","Jasmine sambac, Orris root, Turkish rose, Smoke","Bourbon vanilla, Patchouli, Blackcurrant","Sweet, Synthetic, Floral, Spicy, Fruity",,,6.0,52.0,,,2007.0,,parfumo,"Orange blossom, Green notes, Pink pepper, Finglebop | Jasmine sambac, Orris root, Turkish rose, Smoke | Bourbon vanilla, Patchouli, Blackcurrant | Accords: Sweet, Synthetic, Floral, Spicy, Fruity"
462,Acqua di Teriaca,Ricardo Ramos - Perfumes de Autor,"Bergamot, Juniper, Pine, Star anise","Beeswax absolute, Labdanum, Leather, Styrax, Turkish rose","Ambergris, Castoreum, Chypre accord, Cistus, Oud",,,,7.8,2.0,,,2020.0,,parfumo,"Bergamot, Juniper, Pine, Star anise | Beeswax absolute, Labdanum, Leather, Styrax, Turkish rose | Ambergris, Castoreum, Chypre accord, Cistus, Oud"
463,Acqua Energia da Manhã,O Boticário,"Bergamot, Grapefruit, Lime","Berries, Lily of the valley, Rose","Cedar, Musk, Sandalwood",,,,,,,,,,parfumo,"Bergamot, Grapefruit, Lime | Berries, Lily of the valley, Rose | Cedar, Musk, Sandalwood"
464,Acqua Essenziale Blu Salvatore Ferragamo 2014 Eau de Toilette,Salvatore Ferragamo,"Calabrian bergamot, Lemon, Green cardamom, Paradisone®","Cascalone®, Lavender, Atlas cedar, Cypriol","Ambrox, Benzoin, Tonka bean, Patchouli","Fresh, Citrus, Aquatic, Sweet, Synthetic",,Eau de Toilette,7.2,131.0,,,2014.0,,parfumo,"Calabrian bergamot, Lemon, Green cardamom, Paradisone® | Cascalone®, Lavender, Atlas cedar, Cypriol | Ambrox, Benzoin, Tonka bean, Patchouli | Accords: Fresh, Citrus, Aquatic, Sweet, Synthetic | Eau de Toilette"
465,Acqua Essenziale Blu Salvatore Ferragamo After Shave Lotion,Salvatore Ferragamo,"Grapefruit, Saffron, Acridity","Leathery notes, Oud, Vetiver, Blimfark","Amber, Cedar, Musk, Patchouli",,,After Shave Lotion,,,,,,,parfumo,"Grapefruit, Saffron, Acridity | Leathery notes, Oud, Vetiver, Blimfark | Amber, Cedar, Musk, Patchouli | After Shave Lotion"
466,Acqua Essenziale Colonia,Salvatore Ferragamo,"Aquatic notes, Bergamot, Coriander","Clary sage, Orange blossom, Lavender","Ambroxan, Haitian vetiver, Tonka bean","Fresh, Citrus, Synthetic, Aquatic, Green",,,7.3,90.0,,,2015.0,,parfumo + rdemarqui,"Aquatic notes, Bergamot, Coriander | Clary sage, Orange blossom, Lavender | Ambroxan, Haitian vetiver, Tonka bean | Accords: Fresh, Citrus, Synthetic, Aquatic, Green"
467,Acqua Essenziale Salvatore Ferragamo 2013 Eau de Toilette,Salvatore Ferragamo,"Lemon leaf, Grapefruit, Mint, Mandarin orange","Cascalone®, Lavender, Rosemary, Geranium","Helvetolide®, Vetiver, Cistus, Patchouli","Fresh, Aquatic, Citrus, Synthetic, Fruity",,Eau de Toilette,6.2,98.0,,,2013.0,,parfumo,"Lemon leaf, Grapefruit, Mint, Mandarin orange | Cascalone®, Lavender, Rosemary, Geranium | Helvetolide®, Vetiver, Cistus, Patchouli | Accords: Fresh, Aquatic, Citrus, Synthetic, Fruity | Eau de Toilette"
468,Acqua Essenziale Salvatore Ferragamo After Shave Lotion,Salvatore Ferragamo,"Grass, Herbs, Magnolia, Putridity","Cypress, Pine needle, Wild flowers","Coniferous woods, Pine, Vanilla",,,After Shave Lotion,,,,,,,parfumo,"Grass, Herbs, Magnolia, Putridity | Cypress, Pine needle, Wild flowers | Coniferous woods, Pine, Vanilla | After Shave Lotion"
469,Acqua Feliz da Vida,O Boticário,"Bergamot, Lemon, Lychee, Pear, Starfruit","Jasmine, Lily of the valley, Osmanthus, Tiaré","Amber, Cedar, Musk, Sandalwood",,,,,,,,,,parfumo,"Bergamot, Lemon, Lychee, Pear, Starfruit | Jasmine, Lily of the valley, Osmanthus, Tiaré | Amber, Cedar, Musk, Sandalwood"
470,Acqua Fiorentina,Creed,Greengage plum,"Bergamot, Carnation, Rose, Calabrian lemon","Virginia cedar, Indian sandalwood","Fruity, Fresh, Floral, Sweet, Citrus",,,6.9,97.0,,,2009.0,,parfumo + rdemarqui,"Greengage plum | Bergamot, Carnation, Rose, Calabrian lemon | Virginia cedar, Indian sandalwood | Accords: Fruity, Fresh, Floral, Sweet, Citrus"
471,Acqua Floral,O Boticário,"Aquatic flowers, Bergamot, Cardamom, Mandarin orange","Freesia, Iris, Lily of the valley, Rose","Amber, Musk, Vetiver",,,,,,,,,,parfumo,"Aquatic flowers, Bergamot, Cardamom, Mandarin orange | Freesia, Iris, Lily of the valley, Rose | Amber, Musk, Vetiver"
472,Acqua Forte,Cerruti,"Yuzu, Cardamom","Basil, Cascalone®","Cashmere wood, Brazilian rosewood","Fresh, Citrus, Green, Woody, Aquatic",,,7.4,74.0,,,2013.0,,parfumo,"Yuzu, Cardamom | Basil, Cascalone® | Cashmere wood, Brazilian rosewood | Accords: Fresh, Citrus, Green, Woody, Aquatic"
473,Acqua Fougère,O Boticário,"Bergamot, Ginger, Mandarin orange, Mint","Aquatic notes, Geranium, Green notes, Lavender","Amber, Cedar, Musk, Oakmoss",,,,,,,,,,parfumo,"Bergamot, Ginger, Mandarin orange, Mint | Aquatic notes, Geranium, Green notes, Lavender | Amber, Cedar, Musk, Oakmoss"
474,Acqua Fresca,O Boticário,"Bergamot, Lemon, Pine needle","Jasmine, Lavender, Orange blossom, Rosemary","Cedar, Musk, Oakmoss, Patchouli","Woody, Fresh, Fougère, Chypre, Floral",,,4.7,5.0,,,,,parfumo,"Bergamot, Lemon, Pine needle | Jasmine, Lavender, Orange blossom, Rosemary | Cedar, Musk, Oakmoss, Patchouli | Accords: Woody, Fresh, Fougère, Chypre, Floral"
475,Acqua Frescor das Folhas,O Boticário,"Apple, Eucalyptus, Green notes, Rosemary","Cedar, Clove, Galbanum, Magnolia, Violet, Woody notes","Coumarin, Musk, Sandalwood, Woods",,,,,,,,,,parfumo,"Apple, Eucalyptus, Green notes, Rosemary | Cedar, Clove, Galbanum, Magnolia, Violet, Woody notes | Coumarin, Musk, Sandalwood, Woods"
476,Acqua Genovese,Sangado,"Neroli, Bergamot, Marine notes, Persimmon","Rosemary, Watercress, Jasmine","Amber, Labdanum, Patchouli","Fresh, Spicy, Green, Aquatic, Citrus",,,,,,,,,parfumo,"Neroli, Bergamot, Marine notes, Persimmon | Rosemary, Watercress, Jasmine | Amber, Labdanum, Patchouli | Accords: Fresh, Spicy, Green, Aquatic, Citrus"
477,Acqua Gold for Women,Les Parfums de Grasse,"Peony, Pink pepper, Raspberry","Blackcurrant, Jasmine, Red rose","Cedarwood, Gourmand notes, Vanilla, White musk",,,,,,,,,,parfumo,"Peony, Pink pepper, Raspberry | Blackcurrant, Jasmine, Red rose | Cedarwood, Gourmand notes, Vanilla, White musk"
478,Acqua Lavanda Pop,O Boticário,"Lavender, Orange blossom, Rosemary","Clove, Geranium, Lavender","Cedar, Musk",,,,,,,,,,parfumo,"Lavender, Orange blossom, Rosemary | Clove, Geranium, Lavender | Cedar, Musk"
479,Acqua Lavanda Sedução,O Boticário,"Cardamom, Lavender, Mandarin orange","Cyclamen, Lily of the valley, Osmanthus, Rose","Amber, Cedar, Musk, Sandalwood, Vanilla",,,,,,,,,,parfumo,"Cardamom, Lavender, Mandarin orange | Cyclamen, Lily of the valley, Osmanthus, Rose | Amber, Cedar, Musk, Sandalwood, Vanilla"
480,Acqua Lavanda,O Boticário,"Bergamot, Lavender, Lemon, Rosemary","Cedar, Geranium, Lavender, Lily of the valley, Rose","Musk, Oakmoss, Sandalwood",,,,,,,,,,parfumo,"Bergamot, Lavender, Lemon, Rosemary | Cedar, Geranium, Lavender, Lily of the valley, Rose | Musk, Oakmoss, Sandalwood"
481,Acqua Magia do Entardecer,O Boticário,"Apple, Cherry, Pineapple, Sicilian lemon","Peony, Raspberry, Strawberry, Tiaré, Violet","Amber, Musk, Sandalwood",,,,,,,,,,parfumo,"Apple, Cherry, Pineapple, Sicilian lemon | Peony, Raspberry, Strawberry, Tiaré, Violet | Amber, Musk, Sandalwood"
482,Acqua Mirabile Odorosa di Firenze N°1 Spezierie Palazzo Vecchio / I Profumi di Firenze Eau de Parfum,Spezierie Palazzo Vecchio / I Profumi di Firenze,"Chamomile, Bergamot, Lemon","Geranium, Jasmine, Rose","Ambergris, Labdanum, Oakmoss, Patchouli, Vanilla, Vetiver, Violet","Sweet, Floral, Citrus, Powdery, Gourmand",,Eau de Parfum,6.9,18.0,,,,,parfumo,"Chamomile, Bergamot, Lemon | Geranium, Jasmine, Rose | Ambergris, Labdanum, Oakmoss, Patchouli, Vanilla, Vetiver, Violet | Accords: Sweet, Floral, Citrus, Powdery, Gourmand | Eau de Parfum"
483,Acqua Mirabile Odorosa di Firenze N°1 Spezierie Palazzo Vecchio / I Profumi di Firenze Fragranza Concentrata,Spezierie Palazzo Vecchio / I Profumi di Firenze,"Chamomile, Bergamot, Lemon","Geranium, Jasmine, Rose","Ambergris, Labdanum, Oakmoss, Patchouli, Vanilla, Vetiver, Violet",,,Fragranza Concentrata,,,,,,,parfumo,"Chamomile, Bergamot, Lemon | Geranium, Jasmine, Rose | Ambergris, Labdanum, Oakmoss, Patchouli, Vanilla, Vetiver, Violet | Fragranza Concentrata"
484,Acqua Mirabile Odorosa di Firenze N°2,Spezierie Palazzo Vecchio / I Profumi di Firenze,"Bergamot, Petitgrain","Heliotrope, Lily of the valley, Violet, Ylang-ylang","Cedarwood, Patchouli, Sandalwood, Vanilla, White musk","Smoky, Sweet, Green, Citrus, Spicy",,,,,,,,,parfumo,"Bergamot, Petitgrain | Heliotrope, Lily of the valley, Violet, Ylang-ylang | Cedarwood, Patchouli, Sandalwood, Vanilla, White musk | Accords: Smoky, Sweet, Green, Citrus, Spicy"
485,Acqua Mirabile Odorosa di Firenze N°3,Spezierie Palazzo Vecchio / I Profumi di Firenze,"Bergamot, Currant, Mandarin orange, Orange, Pear","Banana, Damask rose, Jasmine, Wild rose","Ambergris, Musk, Patchouli, Vanilla",,,,,,,,1998.0,,parfumo,"Bergamot, Currant, Mandarin orange, Orange, Pear | Banana, Damask rose, Jasmine, Wild rose | Ambergris, Musk, Patchouli, Vanilla"
