Name,Formality,Season,Gender,Time_of_Day,Frequency,Longevity,Notes
Crimson Orchid No.1275,0.75,Winter,Female,Night,Occasionally,Long,"Mandarin, Apple | Nutmeg, Cardamom | Vetiver, Oakmoss, Leather | Accords: Citrus, Gourmand, Earthy"
Secret Nectar No.1276,0.23,Spring,Female,Day,Often,Long,"Pink Pepper, Lavender | Rose, Iris | Patchouli, Vanilla, Sandalwood | Accords: Fresh, Green, Woody"
Astral Rose No.1277,0.76,Spring,Female,Day,Often,Short,"Grapefruit, Mint | Freesia, Iris | Oud, Leather, Oakmoss | Accords: Spicy, Earthy, Smoky"
Urban Night No.1278,0.4,Summer,Any,Day,Often,Long,"Mint, Blackcurrant | Violet, Cardamom | Cedarwood, Sandalwood, Oud | Accords: Earthy, Fresh, Aquatic"
Lunar Wood No.1279,0.84,Summer,Any,Day,Often,Long,"Apple, Mandarin | Freesia, Orchid | Vetiver, Leather, Sandalwood | Accords: Fruity, Floral, Smoky"
Neon Oud No.1280,0.19,Fall,Male,Day,Often,Long,"Mint, Mandarin | Jasmine, Nutmeg | Oakmoss, Musk, Amber | Accords: Earthy, Spicy, Gourmand"
Wild Breeze No.1281,0.88,Spring,Any,Day,Often,Long,"Sea Salt, Bergamot | Orchid, Nutmeg | Musk, Vanilla, Oakmoss | Accords: Floral, Fresh, Fruity"
Mystic Night No.1282,0.46,Spring,Female,Night,Occasionally,Short,"Sea Salt, Mandarin | Freesia, Geranium | Oud, Oakmoss, Amber | Accords: Smoky, Aquatic, Earthy"
Wild Wood No.1283,0.98,Winter,Any,Day,Often,Long,"Lavender, Sea Salt | Geranium, Orchid | Oakmoss, Leather, Sandalwood | Accords: Woody, Gourmand, Powdery"
Urban Breeze No.1284,0.41,Spring,Female,Day,Occasionally,Short,"Peach, Pineapple | Lily of the Valley, Orchid | Cedarwood, Amber, Oud | Accords: Fresh, Gourmand, Woody"
Phantom Spice No.1285,0.41,Summer,Any,Night,Often,Short,"Sea Salt, Apple | Clary Sage, Lily of the Valley | Leather, Incense, Vanilla | Accords: Smoky, Citrus, Green"
Lunar Night No.1286,0.65,Fall,Female,Day,Often,Short,"Mandarin, Bergamot | Rose, Clary Sage | Incense, Vetiver, Patchouli | Accords: Smoky, Fruity, Spicy"
Desert Spice No.1287,0.52,Winter,Female,Night,Occasionally,Long,"Sea Salt, Grapefruit | Lily of the Valley, Geranium | Incense, Leather, Musk | Accords: Fresh, Aquatic, Spicy"
Crystal Water No.1288,0.94,Spring,Any,Day,Often,Short,"Blackcurrant, Grapefruit | Lily of the Valley, Rose | Musk, Leather, Amber | Accords: Powdery, Gourmand, Fruity"
Golden Rose No.1289,0.42,Fall,Male,Day,Often,Short,"Apple, Lemon | Clary Sage, Lily of the Valley | Cedarwood, Oud, Sandalwood | Accords: Earthy, Fruity, Citrus"
Golden Shadow No.1290,0.08,Fall,Female,Night,Occasionally,Long,"Sea Salt, Mandarin | Freesia, Jasmine | Cedarwood, Tonka Bean, Incense | Accords: Aquatic, Smoky, Earthy"
Desert Amber No.1291,0.36,Fall,Any,Day,Often,Short,"Lavender, Blackcurrant | Geranium, Iris | Cedarwood, Tonka Bean, Musk | Accords: Smoky, Green, Earthy"
Urban Night No.1292,0.41,Spring,Any,Day,Often,Long,"Bergamot, Pineapple | Cardamom, Nutmeg | Vanilla, Musk, Tonka Bean | Accords: Fresh, Gourmand, Aquatic"
Velvet Petal No.1293,0.86,Summer,Female,Day,Occasionally,Long,"Mandarin, Pink Pepper | Cardamom, Iris | Vanilla, Tonka Bean, Vetiver | Accords: Gourmand, Powdery, Woody"
Mystic Shadow No.1294,0.37,Spring,Female,Night,Occasionally,Short,"Apple, Blackcurrant | Orchid, Nutmeg | Sandalwood, Patchouli, Oakmoss | Accords: Woody, Fresh, Powdery"
Crystal Fire No.1295,0.25,Fall,Any,Night,Often,Long,"Pink Pepper, Sea Salt | Jasmine, Freesia | Oud, Tonka Bean, Musk | Accords: Powdery, Floral, Earthy"
Lunar Fire No.1296,0.11,Summer,Any,Night,Occasionally,Long,"Lemon, Sea Salt | Violet, Rose | Cedarwood, Leather, Incense | Accords: Floral, Fresh, Woody"
Mystic Orchid No.1297,0.37,Summer,Male,Day,Occasionally,Short,"Apple, Peach | Rose, Violet | Musk, Vetiver, Vanilla | Accords: Earthy, Citrus, Woody"
Midnight Musk No.1298,0.48,Fall,Male,Day,Occasionally,Long,"Mandarin, Peach | Cinnamon, Freesia | Vanilla, Oakmoss, Sandalwood | Accords: Fruity, Powdery, Fresh"
Neon Breeze No.1299,0.75,Summer,Any,Night,Often,Long,"Lavender, Bergamot | Cinnamon, Geranium | Musk, Vanilla, Patchouli | Accords: Floral, Powdery, Spicy"
Azure Shadow No.1300,0.19,Winter,Male,Night,Occasionally,Long,"Lemon, Pineapple | Lily of the Valley, Geranium | Oakmoss, Sandalwood, Musk | Accords: Fruity, Gourmand, Earthy"
Crystal Amber No.1301,0.62,Spring,Male,Day,Often,Long,"Mandarin, Grapefruit | Jasmine, Lily of the Valley | Sandalwood, Amber, Leather | Accords: Woody, Floral, Fruity"
Crystal Breeze No.1302,0.67,Fall,Female,Night,Occasionally,Long,"Pineapple, Pink Pepper | Cinnamon, Lily of the Valley | Amber, Oud, Cedarwood | Accords: Powdery, Smoky, Aquatic"
Crystal Soul No.1303,0.71,Spring,Female,Night,Occasionally,Short,"Blackcurrant, Lemon | Jasmine, Cardamom | Oakmoss, Incense, Cedarwood | Accords: Spicy, Fruity, Green"
Urban Dream No.1304,0.12,Summer,Female,Day,Often,Short,"Blackcurrant, Bergamot | Rose, Nutmeg | Vetiver, Sandalwood, Amber | Accords: Smoky, Citrus, Fruity"
Royal Petal No.1305,0.31,Winter,Any,Night,Often,Short,"Blackcurrant, Bergamot | Violet, Lily of the Valley | Tonka Bean, Patchouli, Musk | Accords: Spicy, Fresh, Powdery"
Astral Night No.1306,0.86,Winter,Male,Day,Occasionally,Long,"Mandarin, Lavender | Rose, Cardamom | Leather, Vanilla, Patchouli | Accords: Green, Earthy, Gourmand"
Wild Breeze No.1307,0.04,Summer,Male,Day,Occasionally,Short,"Lemon, Grapefruit | Violet, Iris | Vetiver, Sandalwood, Incense | Accords: Smoky, Aquatic, Earthy"
Velvet Spice No.1308,0.87,Winter,Female,Day,Occasionally,Long,"Sea Salt, Mandarin | Geranium, Iris | Cedarwood, Tonka Bean, Incense | Accords: Fruity, Spicy, Citrus"
Crystal Amber No.1309,0.63,Summer,Any,Day,Often,Short,"Lavender, Lemon | Cardamom, Clary Sage | Incense, Sandalwood, Amber | Accords: Powdery, Woody, Earthy"
Phantom Musk No.1310,0.76,Fall,Female,Night,Often,Short,"Lavender, Peach | Nutmeg, Lily of the Valley | Amber, Tonka Bean, Incense | Accords: Woody, Citrus, Spicy"
Desert Petal No.1311,0.11,Winter,Female,Night,Often,Long,"Lavender, Sea Salt | Violet, Cinnamon | Incense, Oud, Amber | Accords: Floral, Woody, Fresh"
Astral Elixir No.1312,0.92,Fall,Female,Day,Often,Short,"Bergamot, Apple | Orchid, Cardamom | Tonka Bean, Amber, Oakmoss | Accords: Aquatic, Earthy, Spicy"
Mystic Musk No.1313,0.05,Spring,Female,Day,Often,Long,"Grapefruit, Bergamot | Freesia, Cardamom | Vanilla, Tonka Bean, Oakmoss | Accords: Citrus, Green, Woody"
Velvet Soul No.1314,0.36,Winter,Any,Day,Often,Short,"Pink Pepper, Lavender | Iris, Rose | Amber, Sandalwood, Oakmoss | Accords: Spicy, Fruity, Citrus"
Mystic Water No.1315,0.16,Fall,Female,Day,Occasionally,Long,"Lemon, Pineapple | Orchid, Rose | Incense, Musk, Oakmoss | Accords: Gourmand, Aquatic, Spicy"
Mystic Wood No.1316,0.11,Spring,Male,Day,Occasionally,Short,"Apple, Pink Pepper | Nutmeg, Iris | Amber, Cedarwood, Vanilla | Accords: Fruity, Earthy, Smoky"
Wild Night No.1317,0.36,Fall,Male,Day,Often,Long,"Mint, Pineapple | Cardamom, Rose | Vetiver, Musk, Oud | Accords: Smoky, Powdery, Aquatic"
Ocean Orchid No.1318,0.45,Summer,Any,Day,Often,Short,"Pink Pepper, Lavender | Cardamom, Geranium | Amber, Oud, Cedarwood | Accords: Fresh, Powdery, Fruity"
Mystic Petal No.1319,0.74,Summer,Any,Day,Occasionally,Short,"Blackcurrant, Mint | Violet, Lily of the Valley | Tonka Bean, Musk, Vanilla | Accords: Smoky, Aquatic, Green"
Ocean Nectar No.1320,0.58,Winter,Male,Day,Occasionally,Long,"Grapefruit, Pineapple | Cardamom, Freesia | Cedarwood, Tonka Bean, Oud | Accords: Spicy, Floral, Smoky"
Phantom Storm No.1321,0.52,Summer,Female,Day,Often,Long,"Blackcurrant, Grapefruit | Violet, Orchid | Tonka Bean, Leather, Amber | Accords: Woody, Fruity, Citrus"
Secret Musk No.1322,0.5,Winter,Any,Day,Occasionally,Long,"Lemon, Grapefruit | Clary Sage, Geranium | Cedarwood, Sandalwood, Incense | Accords: Fruity, Floral, Aquatic"
Golden Dream No.1323,0.65,Fall,Female,Day,Often,Long,"Lavender, Pink Pepper | Nutmeg, Lily of the Valley | Leather, Oakmoss, Cedarwood | Accords: Floral, Spicy, Fresh"
Crimson Amber No.1324,0.92,Winter,Male,Night,Occasionally,Short,"Bergamot, Lavender | Jasmine, Lily of the Valley | Sandalwood, Leather, Amber | Accords: Woody, Earthy, Smoky"
Mystic Petal No.1325,0.34,Fall,Male,Day,Occasionally,Long,"Mandarin, Pineapple | Cardamom, Nutmeg | Leather, Patchouli, Vanilla | Accords: Powdery, Gourmand, Floral"
Solar Rose No.1326,0.41,Fall,Male,Night,Often,Short,"Lemon, Pink Pepper | Freesia, Cardamom | Sandalwood, Incense, Patchouli | Accords: Green, Citrus, Fruity"
Crimson Oud No.1327,0.84,Fall,Any,Day,Often,Short,"Bergamot, Mint | Cinnamon, Iris | Amber, Leather, Patchouli | Accords: Aquatic, Powdery, Gourmand"
Lunar Breeze No.1328,0.55,Fall,Any,Day,Often,Long,"Mandarin, Mint | Rose, Nutmeg | Leather, Amber, Cedarwood | Accords: Smoky, Aquatic, Citrus"
Neon Water No.1329,0.41,Fall,Male,Day,Often,Short,"Mint, Sea Salt | Jasmine, Iris | Leather, Vanilla, Oud | Accords: Aquatic, Citrus, Fruity"
Urban Fire No.1330,0.54,Fall,Any,Night,Often,Short,"Mint, Mandarin | Cinnamon, Nutmeg | Patchouli, Incense, Cedarwood | Accords: Earthy, Smoky, Powdery"
Phantom Rose No.1331,0.18,Winter,Any,Night,Often,Short,"Mandarin, Lavender | Violet, Lily of the Valley | Oud, Vanilla, Cedarwood | Accords: Citrus, Powdery, Gourmand"
Ocean Breeze No.1332,0.88,Spring,Any,Night,Often,Short,"Mandarin, Lavender | Freesia, Violet | Amber, Sandalwood, Oakmoss | Accords: Woody, Fresh, Floral"
Wild Rose No.1333,0.82,Summer,Any,Night,Often,Short,"Sea Salt, Mint | Nutmeg, Orchid | Oud, Amber, Vetiver | Accords: Gourmand, Smoky, Earthy"
Azure Wood No.1334,0.42,Fall,Any,Day,Occasionally,Long,"Peach, Grapefruit | Lily of the Valley, Freesia | Sandalwood, Patchouli, Oud | Accords: Powdery, Smoky, Earthy"
Velvet Petal No.1335,0.37,Winter,Male,Day,Often,Short,"Mint, Peach | Orchid, Cardamom | Incense, Sandalwood, Amber | Accords: Powdery, Fresh, Floral"
Lunar Spice No.1336,0.86,Summer,Any,Day,Often,Long,"Blackcurrant, Grapefruit | Freesia, Lily of the Valley | Oud, Tonka Bean, Incense | Accords: Gourmand, Woody, Smoky"
Wild Fire No.1337,0.36,Winter,Any,Night,Often,Short,"Blackcurrant, Pink Pepper | Nutmeg, Geranium | Tonka Bean, Musk, Vetiver | Accords: Smoky, Earthy, Gourmand"
Velvet Oud No.1338,0.15,Spring,Male,Day,Often,Short,"Lemon, Pineapple | Nutmeg, Freesia | Oakmoss, Musk, Vetiver | Accords: Smoky, Earthy, Green"
Secret Nectar No.1339,0.95,Summer,Female,Day,Occasionally,Long,"Pineapple, Mint | Lily of the Valley, Rose | Tonka Bean, Oud, Amber | Accords: Smoky, Aquatic, Earthy"
Crimson Night No.1340,0.86,Summer,Any,Day,Often,Short,"Pineapple, Peach | Cardamom, Orchid | Oakmoss, Patchouli, Vanilla | Accords: Floral, Woody, Spicy"
Lunar Breeze No.1341,0.44,Summer,Female,Night,Occasionally,Long,"Mint, Lemon | Rose, Jasmine | Leather, Sandalwood, Amber | Accords: Green, Fruity, Fresh"
Mystic Wood No.1342,0.85,Fall,Female,Day,Occasionally,Short,"Blackcurrant, Grapefruit | Jasmine, Cardamom | Oud, Vetiver, Cedarwood | Accords: Spicy, Smoky, Fresh"
Midnight Wood No.1343,0.84,Winter,Male,Night,Occasionally,Long,"Blackcurrant, Mandarin | Geranium, Clary Sage | Incense, Vanilla, Musk | Accords: Citrus, Smoky, Fresh"
Velvet Night No.1344,0.24,Fall,Male,Day,Occasionally,Short,"Peach, Grapefruit | Lily of the Valley, Geranium | Incense, Cedarwood, Leather | Accords: Fruity, Spicy, Citrus"
Neon Dream No.1345,0.19,Summer,Female,Night,Often,Long,"Pineapple, Apple | Rose, Lily of the Valley | Amber, Tonka Bean, Sandalwood | Accords: Smoky, Fruity, Citrus"
Midnight Rose No.1346,0.32,Summer,Male,Day,Occasionally,Long,"Lavender, Lemon | Jasmine, Geranium | Vanilla, Oud, Leather | Accords: Spicy, Green, Powdery"
Neon Musk No.1347,0.15,Winter,Female,Night,Often,Long,"Pink Pepper, Bergamot | Iris, Geranium | Vanilla, Vetiver, Musk | Accords: Floral, Fresh, Spicy"
Velvet Spice No.1348,0.91,Summer,Male,Night,Occasionally,Short,"Sea Salt, Pink Pepper | Cardamom, Iris | Oud, Sandalwood, Cedarwood | Accords: Citrus, Smoky, Woody"
Astral Rose No.1349,0.15,Winter,Male,Day,Often,Long,"Mint, Lavender | Lily of the Valley, Iris | Tonka Bean, Vetiver, Leather | Accords: Fruity, Floral, Woody"
Desert Water No.1350,0.22,Fall,Female,Day,Often,Short,"Bergamot, Pineapple | Cardamom, Freesia | Oakmoss, Leather, Tonka Bean | Accords: Spicy, Aquatic, Smoky"
Golden Fire No.1351,0.61,Fall,Female,Night,Occasionally,Long,"Apple, Mint | Nutmeg, Orchid | Cedarwood, Patchouli, Leather | Accords: Woody, Green, Earthy"
Solar Water No.1352,0.92,Summer,Male,Day,Occasionally,Long,"Blackcurrant, Sea Salt | Violet, Geranium | Amber, Musk, Incense | Accords: Fresh, Spicy, Woody"
Crimson Night No.1353,0.16,Fall,Female,Day,Often,Long,"Lemon, Bergamot | Violet, Lily of the Valley | Leather, Sandalwood, Tonka Bean | Accords: Aquatic, Smoky, Citrus"
Crystal Storm No.1354,0.71,Spring,Male,Night,Occasionally,Long,"Pineapple, Mandarin | Cardamom, Cinnamon | Amber, Oakmoss, Cedarwood | Accords: Gourmand, Fresh, Powdery"
Azure Amber No.1355,0.65,Winter,Female,Night,Occasionally,Long,"Pineapple, Mandarin | Cardamom, Lily of the Valley | Oud, Vanilla, Tonka Bean | Accords: Woody, Fresh, Citrus"
Desert Petal No.1356,0.76,Summer,Male,Night,Often,Long,"Blackcurrant, Pink Pepper | Jasmine, Cinnamon | Vetiver, Sandalwood, Amber | Accords: Gourmand, Green, Powdery"
Mystic Dream No.1357,0.54,Spring,Any,Day,Occasionally,Short,"Apple, Bergamot | Freesia, Lily of the Valley | Oakmoss, Tonka Bean, Vetiver | Accords: Fresh, Green, Smoky"
Desert Dream No.1358,0.95,Winter,Female,Day,Occasionally,Short,"Bergamot, Peach | Cardamom, Rose | Patchouli, Vetiver, Incense | Accords: Woody, Smoky, Floral"
Solar Dream No.1359,0.94,Spring,Any,Day,Occasionally,Long,"Peach, Lavender | Jasmine, Geranium | Vetiver, Sandalwood, Amber | Accords: Floral, Green, Aquatic"
Astral Orchid No.1360,0.47,Summer,Any,Night,Often,Short,"Blackcurrant, Sea Salt | Violet, Jasmine | Sandalwood, Incense, Musk | Accords: Gourmand, Green, Smoky"
Crystal Musk No.1361,0.53,Winter,Any,Night,Occasionally,Short,"Pink Pepper, Sea Salt | Freesia, Nutmeg | Patchouli, Vanilla, Vetiver | Accords: Citrus, Powdery, Earthy"
Secret Storm No.1362,0.24,Fall,Male,Night,Occasionally,Long,"Mandarin, Peach | Cardamom, Clary Sage | Amber, Sandalwood, Musk | Accords: Aquatic, Powdery, Spicy"
Neon Spice No.1363,0.1,Spring,Female,Day,Occasionally,Short,"Lemon, Mandarin | Orchid, Clary Sage | Vanilla, Vetiver, Leather | Accords: Citrus, Spicy, Fresh"
Azure Amber No.1364,0.36,Winter,Female,Day,Often,Short,"Lemon, Bergamot | Nutmeg, Iris | Leather, Vetiver, Musk | Accords: Floral, Citrus, Fruity"
Neon Soul No.1365,0.34,Winter,Any,Night,Occasionally,Long,"Mint, Bergamot | Cardamom, Nutmeg | Amber, Tonka Bean, Musk | Accords: Powdery, Earthy, Floral"
Velvet Water No.1366,0.23,Spring,Any,Night,Often,Long,"Bergamot, Pink Pepper | Cinnamon, Iris | Amber, Incense, Sandalwood | Accords: Woody, Floral, Powdery"
Solar Spice No.1367,0.6,Fall,Female,Night,Occasionally,Long,"Pineapple, Pink Pepper | Geranium, Clary Sage | Leather, Incense, Vanilla | Accords: Green, Citrus, Woody"
Wild Petal No.1368,0.81,Summer,Male,Day,Often,Short,"Lavender, Blackcurrant | Nutmeg, Cardamom | Amber, Tonka Bean, Musk | Accords: Citrus, Smoky, Green"
Secret Oud No.1369,0.14,Fall,Any,Night,Occasionally,Short,"Lavender, Pink Pepper | Geranium, Clary Sage | Tonka Bean, Oakmoss, Leather | Accords: Fruity, Gourmand, Spicy"
Solar Shadow No.1370,0.11,Spring,Male,Night,Occasionally,Short,"Pineapple, Mint | Cinnamon, Violet | Oud, Sandalwood, Musk | Accords: Aquatic, Earthy, Citrus"
Golden Soul No.1371,0.1,Summer,Any,Night,Often,Short,"Blackcurrant, Mint | Nutmeg, Iris | Sandalwood, Oud, Musk | Accords: Fruity, Powdery, Woody"
Solar Water No.1372,0.04,Spring,Any,Day,Often,Long,"Mint, Peach | Cardamom, Nutmeg | Tonka Bean, Incense, Oud | Accords: Citrus, Green, Aquatic"
Urban Dream No.1373,0.63,Winter,Female,Night,Occasionally,Long,"Mint, Blackcurrant | Geranium, Violet | Sandalwood, Tonka Bean, Incense | Accords: Smoky, Aquatic, Powdery"
Velvet Orchid No.1374,0.2,Fall,Any,Day,Often,Short,"Pink Pepper, Grapefruit | Cardamom, Cinnamon | Vanilla, Amber, Vetiver | Accords: Spicy, Smoky, Fresh"
Crystal Nectar No.1375,0.93,Winter,Male,Night,Often,Short,"Mint, Peach | Iris, Cinnamon | Leather, Oakmoss, Patchouli | Accords: Gourmand, Fresh, Citrus"
Velvet Dream No.1376,0.89,Fall,Male,Day,Often,Long,"Lemon, Lavender | Cardamom, Orchid | Oud, Tonka Bean, Sandalwood | Accords: Aquatic, Powdery, Gourmand"
Velvet Elixir No.1377,0.03,Winter,Female,Night,Often,Short,"Pineapple, Pink Pepper | Jasmine, Cinnamon | Amber, Sandalwood, Vetiver | Accords: Powdery, Fresh, Spicy"
Azure Orchid No.1378,0.11,Summer,Any,Day,Often,Short,"Apple, Grapefruit | Iris, Orchid | Oud, Amber, Incense | Accords: Spicy, Smoky, Fresh"
Urban Water No.1379,0.24,Fall,Any,Night,Often,Long,"Lavender, Mint | Cardamom, Orchid | Patchouli, Vetiver, Oakmoss | Accords: Gourmand, Citrus, Earthy"
Astral Petal No.1380,0.33,Fall,Any,Night,Occasionally,Short,"Bergamot, Sea Salt | Nutmeg, Freesia | Tonka Bean, Musk, Leather | Accords: Green, Smoky, Fresh"
Azure Orchid No.1381,0.1,Spring,Female,Night,Occasionally,Short,"Pineapple, Pink Pepper | Geranium, Cardamom | Vetiver, Musk, Vanilla | Accords: Fresh, Floral, Fruity"
Solar Dream No.1382,0.2,Summer,Male,Night,Occasionally,Long,"Blackcurrant, Mandarin | Freesia, Iris | Tonka Bean, Vanilla, Oud | Accords: Powdery, Gourmand, Aquatic"
Crimson Amber No.1383,0.75,Spring,Male,Day,Often,Long,"Sea Salt, Mint | Violet, Nutmeg | Incense, Amber, Oakmoss | Accords: Gourmand, Fruity, Smoky"
Midnight Night No.1384,0.81,Winter,Male,Night,Often,Long,"Lemon, Pineapple | Geranium, Clary Sage | Cedarwood, Incense, Vanilla | Accords: Fruity, Citrus, Gourmand"
Solar Dream No.1385,0.22,Spring,Male,Day,Occasionally,Long,"Apple, Bergamot | Clary Sage, Cinnamon | Incense, Vetiver, Musk | Accords: Powdery, Fruity, Gourmand"
Secret Storm No.1386,0.46,Winter,Any,Night,Occasionally,Long,"Lemon, Apple | Lily of the Valley, Jasmine | Patchouli, Sandalwood, Tonka Bean | Accords: Smoky, Spicy, Woody"
Crimson Dream No.1387,0.48,Winter,Male,Day,Occasionally,Long,"Mandarin, Blackcurrant | Clary Sage, Lily of the Valley | Amber, Patchouli, Musk | Accords: Green, Smoky, Woody"
Velvet Elixir No.1388,0.13,Fall,Female,Night,Occasionally,Short,"Pink Pepper, Peach | Lily of the Valley, Freesia | Oud, Musk, Cedarwood | Accords: Earthy, Powdery, Fresh"
Lunar Breeze No.1389,0.53,Winter,Any,Day,Often,Long,"Pineapple, Blackcurrant | Iris, Geranium | Leather, Amber, Sandalwood | Accords: Aquatic, Fresh, Green"
Golden Water No.1390,0.0,Summer,Female,Night,Often,Long,"Pink Pepper, Apple | Nutmeg, Jasmine | Vanilla, Leather, Oakmoss | Accords: Spicy, Gourmand, Fruity"
Midnight Elixir No.1391,0.05,Summer,Any,Day,Often,Long,"Bergamot, Sea Salt | Lily of the Valley, Iris | Sandalwood, Musk, Vanilla | Accords: Gourmand, Green, Aquatic"
Neon Orchid No.1392,0.93,Spring,Male,Night,Occasionally,Long,"Pineapple, Peach | Freesia, Lily of the Valley | Tonka Bean, Oud, Leather | Accords: Fruity, Fresh, Woody"
Crimson Night No.1393,0.88,Summer,Any,Day,Occasionally,Long,"Lavender, Mint | Cinnamon, Iris | Sandalwood, Oud, Patchouli | Accords: Aquatic, Fresh, Smoky"
Crystal Breeze No.1394,0.4,Fall,Female,Day,Occasionally,Short,"Pink Pepper, Apple | Violet, Geranium | Musk, Cedarwood, Incense | Accords: Gourmand, Spicy, Floral"
Desert Petal No.1395,0.48,Spring,Female,Night,Occasionally,Long,"Pink Pepper, Mint | Orchid, Clary Sage | Oakmoss, Patchouli, Tonka Bean | Accords: Floral, Aquatic, Fruity"
Solar Shadow No.1396,0.35,Winter,Male,Day,Occasionally,Short,"Pink Pepper, Grapefruit | Cinnamon, Jasmine | Incense, Vanilla, Oud | Accords: Woody, Powdery, Aquatic"
Phantom Amber No.1397,0.71,Fall,Male,Night,Often,Long,"Pink Pepper, Sea Salt | Jasmine, Lily of the Valley | Sandalwood, Leather, Patchouli | Accords: Fresh, Floral, Green"
Crystal Breeze No.1398,0.05,Winter,Female,Night,Often,Long,"Blackcurrant, Peach | Orchid, Iris | Oakmoss, Incense, Vetiver | Accords: Green, Fresh, Powdery"
Urban Night No.1399,0.54,Spring,Any,Night,Occasionally,Long,"Blackcurrant, Apple | Cinnamon, Jasmine | Patchouli, Cedarwood, Amber | Accords: Green, Powdery, Aquatic"
Royal Dream No.1400,0.6,Winter,Female,Night,Often,Short,"Pink Pepper, Peach | Jasmine, Cinnamon | Amber, Oakmoss, Vetiver | Accords: Fruity, Citrus, Green"
Solar Soul No.1401,0.26,Fall,Any,Night,Often,Long,"Grapefruit, Blackcurrant | Cardamom, Freesia | Vetiver, Tonka Bean, Sandalwood | Accords: Floral, Earthy, Woody"
Azure Dream No.1402,0.89,Summer,Male,Day,Often,Long,"Pineapple, Apple | Iris, Cinnamon | Tonka Bean, Incense, Oud | Accords: Fruity, Fresh, Earthy"
Phantom Soul No.1403,0.64,Fall,Any,Night,Occasionally,Short,"Pineapple, Lavender | Nutmeg, Clary Sage | Sandalwood, Vanilla, Oud | Accords: Aquatic, Gourmand, Spicy"
Solar Spice No.1404,0.55,Fall,Female,Day,Often,Long,"Blackcurrant, Apple | Lily of the Valley, Cinnamon | Vetiver, Vanilla, Oud | Accords: Powdery, Citrus, Green"
Astral Nectar No.1405,0.25,Winter,Male,Night,Occasionally,Short,"Sea Salt, Mandarin | Freesia, Cardamom | Tonka Bean, Vanilla, Vetiver | Accords: Powdery, Earthy, Aquatic"
Velvet Petal No.1406,0.6,Spring,Female,Night,Occasionally,Long,"Blackcurrant, Apple | Iris, Violet | Cedarwood, Tonka Bean, Leather | Accords: Citrus, Spicy, Green"
